#,Date-Time (MDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Host Connected,End of File
227,07/16/2023 01:25:17,26.47,0.00,,
228,07/16/2023 01:40:17,26.38,0.00,,
229,07/16/2023 01:55:17,26.38,0.00,,
230,07/16/2023 02:10:17,26.38,0.00,,
231,07/16/2023 02:25:17,26.30,0.00,,
232,07/16/2023 02:40:17,26.21,0.00,,
233,07/16/2023 02:55:17,26.21,0.00,,
234,07/16/2023 03:10:17,26.17,0.00,,
235,07/16/2023 03:25:17,26.12,0.00,,
236,07/16/2023 03:40:17,26.08,0.00,,
237,07/16/2023 03:55:17,26.04,0.00,,
238,07/16/2023 04:10:17,25.99,0.00,,
239,07/16/2023 04:25:17,25.95,0.00,,
240,07/16/2023 04:40:17,25.95,0.00,,
241,07/16/2023 04:55:17,25.87,0.00,,
242,07/16/2023 05:10:17,25.87,0.00,,
243,07/16/2023 05:25:17,25.78,0.00,,
244,07/16/2023 05:40:17,25.78,0.00,,
245,07/16/2023 05:55:17,25.78,0.62,,
246,07/16/2023 06:10:17,25.69,8.21,,
247,07/16/2023 06:25:17,25.74,25.65,,
248,07/16/2023 06:40:17,25.69,66.74,,
249,07/16/2023 06:55:17,25.69,145.20,,
250,07/16/2023 07:10:17,25.82,290.40,,
251,07/16/2023 07:25:17,25.91,349.60,,
252,07/16/2023 07:40:17,26.04,274.48,,
253,07/16/2023 07:55:17,26.12,339.36,,
254,07/16/2023 08:10:17,26.25,346.08,,
255,07/16/2023 08:25:17,26.34,297.12,,
256,07/16/2023 08:40:17,26.47,337.60,,
257,07/16/2023 08:55:17,26.60,317.28,,
258,07/16/2023 09:10:17,26.68,307.92,,
259,07/16/2023 09:25:17,26.68,281.20,,
260,07/16/2023 09:40:17,26.77,307.12,,
261,07/16/2023 09:55:17,26.85,315.60,,
262,07/16/2023 10:10:17,26.98,313.92,,
263,07/16/2023 10:25:17,27.02,342.72,,
264,07/16/2023 10:40:17,27.07,347.04,,
265,07/16/2023 10:55:17,27.15,330.08,,
266,07/16/2023 11:10:17,27.24,315.60,,
267,07/16/2023 11:25:17,27.02,325.92,,
268,07/16/2023 11:40:17,26.51,323.36,,
269,07/16/2023 11:55:17,26.17,296.24,,
270,07/16/2023 12:10:17,25.87,302.16,,
271,07/16/2023 12:25:17,25.61,308.08,,
272,07/16/2023 12:40:17,25.39,299.60,,
273,07/16/2023 12:55:17,25.27,292.00,,
274,07/16/2023 13:10:17,25.14,283.68,,
275,07/16/2023 13:25:17,25.05,293.68,,
276,07/16/2023 13:40:17,24.97,284.56,,
277,07/16/2023 13:55:17,24.97,277.76,,
278,07/16/2023 14:10:17,24.97,271.12,,
279,07/16/2023 14:25:17,24.97,282.88,,
280,07/16/2023 14:40:17,25.01,292.88,,
281,07/16/2023 14:55:17,25.05,302.16,,
282,07/16/2023 15:10:17,25.09,298.72,,
283,07/16/2023 15:25:17,25.14,292.88,,
284,07/16/2023 15:40:17,25.09,297.92,,
285,07/16/2023 15:55:17,25.22,379.20,,
286,07/16/2023 16:10:17,25.48,343.52,,
287,07/16/2023 16:25:17,25.78,288.72,,
288,07/16/2023 16:40:17,26.04,266.96,,
289,07/16/2023 16:55:17,26.21,256.64,,
290,07/16/2023 17:10:17,26.42,252.48,,
291,07/16/2023 17:25:17,26.60,249.12,,
292,07/16/2023 17:40:17,26.77,245.76,,
293,07/16/2023 17:55:17,26.98,244.08,,
294,07/16/2023 18:10:17,27.11,235.68,,
295,07/16/2023 18:25:17,27.24,234.80,,
296,07/16/2023 18:40:17,27.28,227.92,,
297,07/16/2023 18:55:17,27.41,223.68,,
298,07/16/2023 19:10:17,27.54,219.52,,
299,07/16/2023 19:25:17,27.63,227.04,,
300,07/16/2023 19:40:17,27.75,288.72,,
301,07/16/2023 19:55:17,27.84,280.32,,
302,07/16/2023 20:10:17,27.93,250.80,,
303,07/16/2023 20:25:17,27.88,216.96,,
304,07/16/2023 20:40:17,27.84,195.12,,
305,07/16/2023 20:55:17,27.75,78.48,,
306,07/16/2023 21:10:17,27.80,60.02,,
307,07/16/2023 21:25:17,27.71,12.01,,
308,07/16/2023 21:40:17,27.63,1.88,,
309,07/16/2023 21:55:17,27.45,0.00,,
310,07/16/2023 22:10:17,27.37,0.00,,
311,07/16/2023 22:25:17,27.37,0.00,,
312,07/16/2023 22:40:17,27.45,0.00,,
313,07/16/2023 22:55:17,27.45,0.00,,
314,07/16/2023 23:10:17,27.45,0.00,,
315,07/16/2023 23:25:17,27.41,0.00,,
316,07/16/2023 23:40:17,27.24,0.00,,
317,07/16/2023 23:55:17,27.07,0.00,,
318,07/17/2023 00:10:17,26.94,0.00,,
319,07/17/2023 00:25:17,26.85,0.00,,
320,07/17/2023 00:40:17,26.72,0.00,,
321,07/17/2023 00:55:17,26.72,0.00,,
322,07/17/2023 01:10:17,26.77,0.00,,
323,07/17/2023 01:25:17,26.81,0.00,,
324,07/17/2023 01:40:17,26.81,0.00,,
325,07/17/2023 01:55:17,26.77,0.00,,
326,07/17/2023 02:10:17,26.81,0.00,,
327,07/17/2023 02:25:17,26.81,0.00,,
328,07/17/2023 02:40:17,26.81,0.00,,
329,07/17/2023 02:55:17,26.77,0.00,,
330,07/17/2023 03:10:17,26.72,0.00,,
331,07/17/2023 03:25:17,26.72,0.00,,
332,07/17/2023 03:40:17,26.72,0.00,,
333,07/17/2023 03:55:17,26.72,0.00,,
334,07/17/2023 04:10:17,26.72,0.00,,
335,07/17/2023 04:25:17,26.72,0.00,,
336,07/17/2023 04:40:17,26.72,0.00,,
337,07/17/2023 04:55:17,26.42,0.00,,
338,07/17/2023 05:10:17,25.91,0.00,,
339,07/17/2023 05:25:17,25.52,0.00,,
340,07/17/2023 05:40:17,25.22,0.00,,
341,07/17/2023 05:55:17,25.01,0.00,,
342,07/17/2023 06:10:17,24.84,0.20,,
343,07/17/2023 06:25:17,24.79,1.46,,
344,07/17/2023 06:40:17,24.71,3.14,,
345,07/17/2023 06:55:17,24.66,13.45,,
346,07/17/2023 07:10:17,24.62,17.68,,
347,07/17/2023 07:25:17,24.58,22.29,,
348,07/17/2023 07:40:17,24.62,31.63,,
349,07/17/2023 07:55:17,24.66,24.39,,
350,07/17/2023 08:10:17,24.62,26.07,,
351,07/17/2023 08:25:17,24.66,33.73,,
352,07/17/2023 08:40:17,24.71,52.78,,
353,07/17/2023 08:55:17,24.71,65.90,,
354,07/17/2023 09:10:17,24.75,93.64,,
355,07/17/2023 09:25:17,24.79,212.80,,
356,07/17/2023 09:40:17,24.84,199.28,,
357,07/17/2023 09:55:17,24.88,398.56,,
358,07/17/2023 10:10:17,24.88,330.08,,
359,07/17/2023 10:25:17,24.88,336.80,,
360,07/17/2023 10:40:17,24.92,373.92,,
361,07/17/2023 10:55:17,24.84,304.64,,
362,07/17/2023 11:10:17,24.79,460.80,,
363,07/17/2023 11:25:17,24.84,411.36,,
364,07/17/2023 11:40:17,24.66,292.88,,
365,07/17/2023 11:55:17,24.54,293.68,,
366,07/17/2023 12:10:17,24.41,303.76,,
367,07/17/2023 12:25:17,24.24,310.80,,
368,07/17/2023 12:40:17,24.15,307.20,,
369,07/17/2023 12:55:17,24.11,292.88,,
370,07/17/2023 13:10:17,23.98,287.84,,
371,07/17/2023 13:25:17,23.98,284.32,,
372,07/17/2023 13:40:17,23.94,285.28,,
373,07/17/2023 13:55:17,23.89,281.92,,
374,07/17/2023 14:10:17,23.89,277.76,,
375,07/17/2023 14:25:17,23.81,281.12,,
376,07/17/2023 14:40:17,23.81,274.40,,
377,07/17/2023 14:55:17,23.81,273.52,,
378,07/17/2023 15:10:17,23.98,269.44,,
379,07/17/2023 15:25:17,24.02,266.96,,
380,07/17/2023 15:40:17,24.15,265.28,,
381,07/17/2023 15:55:17,24.24,265.84,,
382,07/17/2023 16:10:17,24.36,263.36,,
383,07/17/2023 16:25:17,24.49,262.48,,
384,07/17/2023 16:40:17,24.54,260.00,,
385,07/17/2023 16:55:17,24.62,260.88,,
386,07/17/2023 17:10:17,24.58,258.32,,
387,07/17/2023 17:25:17,24.58,254.96,,
388,07/17/2023 17:40:17,24.58,250.80,,
389,07/17/2023 17:55:17,24.58,244.08,,
390,07/17/2023 18:10:17,24.62,238.16,,
391,07/17/2023 18:25:17,24.54,231.28,,
392,07/17/2023 18:40:17,24.62,221.20,,
393,07/17/2023 18:55:17,24.62,217.84,,
394,07/17/2023 19:10:17,24.71,212.80,,
395,07/17/2023 19:25:17,24.71,204.24,,
396,07/17/2023 19:40:17,24.75,208.48,,
397,07/17/2023 19:55:17,24.71,221.20,,
398,07/17/2023 20:10:17,24.71,229.76,,
399,07/17/2023 20:25:17,24.75,227.28,,
400,07/17/2023 20:40:17,24.84,192.56,,
401,07/17/2023 20:55:17,24.84,124.24,,
402,07/17/2023 21:10:17,24.92,52.40,,
403,07/17/2023 21:25:17,25.09,12.19,,
404,07/17/2023 21:40:17,25.22,1.67,,
405,07/17/2023 21:55:17,25.22,2.09,,
406,07/17/2023 22:10:17,25.31,1.88,,
407,07/17/2023 22:25:17,25.31,1.67,,
408,07/17/2023 22:40:17,25.39,0.00,,
409,07/17/2023 22:55:17,25.39,0.00,,
410,07/17/2023 23:10:17,25.39,0.00,,
411,07/17/2023 23:25:17,25.39,0.00,,
412,07/17/2023 23:40:17,25.44,0.00,,
413,07/17/2023 23:55:17,25.44,0.00,,
414,07/18/2023 00:10:17,25.39,0.00,,
415,07/18/2023 00:25:17,25.35,0.00,,
416,07/18/2023 00:40:17,25.35,0.00,,
417,07/18/2023 00:55:17,25.31,0.00,,
418,07/18/2023 01:10:17,25.31,1.25,,
419,07/18/2023 01:25:17,25.27,1.88,,
420,07/18/2023 01:40:17,25.27,0.00,,
421,07/18/2023 01:55:17,25.22,0.00,,
422,07/18/2023 02:10:17,25.18,0.00,,
423,07/18/2023 02:25:17,25.18,0.00,,
424,07/18/2023 02:40:17,25.14,0.00,,
425,07/18/2023 02:55:17,25.09,0.00,,
426,07/18/2023 03:10:17,25.09,0.00,,
427,07/18/2023 03:25:17,25.05,0.00,,
428,07/18/2023 03:40:17,25.05,0.00,,
429,07/18/2023 03:55:17,24.97,0.00,,
430,07/18/2023 04:10:17,24.92,0.00,,
431,07/18/2023 04:25:17,24.92,0.00,,
432,07/18/2023 04:40:17,24.92,0.00,,
433,07/18/2023 04:55:17,24.84,0.00,,
434,07/18/2023 05:10:17,24.88,0.00,,
435,07/18/2023 05:25:17,24.75,0.00,,
436,07/18/2023 05:40:17,24.62,0.00,,
437,07/18/2023 05:55:17,24.54,0.62,,
438,07/18/2023 06:10:17,24.36,7.58,,
439,07/18/2023 06:25:17,24.28,29.12,,
440,07/18/2023 06:40:17,24.24,65.78,,
441,07/18/2023 06:55:17,24.15,201.12,,
442,07/18/2023 07:10:17,24.19,272.00,,
443,07/18/2023 07:25:17,24.28,296.32,,
444,07/18/2023 07:40:17,24.36,299.60,,
445,07/18/2023 07:55:17,24.41,289.52,,
446,07/18/2023 08:10:17,24.45,279.52,,
447,07/18/2023 08:25:17,24.49,267.52,,
448,07/18/2023 08:40:17,24.49,264.16,,
449,07/18/2023 08:55:17,24.49,262.48,,
450,07/18/2023 09:10:17,24.54,257.52,,
451,07/18/2023 09:25:17,24.45,241.52,,
452,07/18/2023 09:40:17,24.49,241.52,,
453,07/18/2023 09:55:17,24.45,243.20,,
454,07/18/2023 10:10:17,24.41,244.88,,
455,07/18/2023 10:25:17,24.41,248.24,,
456,07/18/2023 10:40:17,24.41,249.12,,
457,07/18/2023 10:55:17,24.36,249.12,,
458,07/18/2023 11:10:17,24.36,252.48,,
459,07/18/2023 11:25:17,24.36,254.16,,
460,07/18/2023 11:40:17,24.32,254.96,,
461,07/18/2023 11:55:17,24.36,253.28,,
462,07/18/2023 12:10:17,24.36,359.52,,
463,07/18/2023 12:25:17,25.01,362.24,,
464,07/18/2023 12:40:17,25.35,370.56,,
465,07/18/2023 12:55:17,25.65,360.48,,
466,07/18/2023 13:10:17,25.91,367.20,,
467,07/18/2023 13:20:58,,,Logged,
468,07/18/2023 13:25:17,25.95,299.60,,
469,07/18/2023 13:40:17,26.17,288.72,,
470,07/18/2023 13:55:17,26.17,292.08,,
471,07/18/2023 14:10:17,25.99,259.20,,
472,07/18/2023 14:25:17,25.87,282.88,,
473,07/18/2023 14:40:17,25.87,263.36,,
474,07/18/2023 14:55:17,25.95,296.24,,
475,07/18/2023 15:10:17,25.95,285.36,,
476,07/18/2023 15:25:17,25.99,264.16,,
477,07/18/2023 15:40:17,25.91,279.52,,
478,07/18/2023 15:55:17,25.82,237.36,,
479,07/18/2023 16:10:17,25.65,234.80,,
480,07/18/2023 16:25:17,25.48,231.44,,
481,07/18/2023 16:40:17,25.35,272.80,,
482,07/18/2023 16:55:17,25.52,280.32,,
483,07/18/2023 17:10:17,25.87,275.36,,
484,07/18/2023 17:25:17,26.04,258.32,,
485,07/18/2023 17:40:17,25.78,255.84,,
486,07/18/2023 17:55:17,25.65,210.16,,
487,07/18/2023 18:10:17,25.57,202.56,,
488,07/18/2023 18:25:17,25.48,195.92,,
489,07/18/2023 18:40:17,25.35,192.40,,
490,07/18/2023 18:55:17,25.31,187.36,,
491,07/18/2023 19:10:17,25.22,180.64,,
492,07/18/2023 19:25:17,25.14,174.72,,
493,07/18/2023 19:40:17,25.14,219.52,,
494,07/18/2023 19:55:17,25.14,223.68,,
495,07/18/2023 20:10:17,25.09,189.20,,
496,07/18/2023 20:25:17,25.09,193.36,,
497,07/18/2023 20:40:17,25.09,170.56,,
498,07/18/2023 20:55:17,25.05,111.12,,
499,07/18/2023 21:10:17,25.14,43.96,,
500,07/18/2023 21:25:17,25.27,9.89,,
501,07/18/2023 21:40:17,25.31,1.25,,
502,07/18/2023 21:55:17,25.31,1.88,,
503,07/18/2023 22:10:17,25.35,1.67,,
504,07/18/2023 22:25:17,25.31,0.00,,
505,07/18/2023 22:40:17,25.35,1.67,,
506,07/18/2023 22:55:17,25.35,1.67,,
507,07/18/2023 23:10:17,25.35,0.00,,
508,07/18/2023 23:25:17,25.31,43.86,,
509,07/18/2023 23:40:17,25.31,43.44,,
510,07/18/2023 23:55:17,25.31,0.00,,
511,07/19/2023 00:10:17,25.27,0.00,,
512,07/19/2023 00:25:17,25.22,0.00,,
513,07/19/2023 00:40:17,25.14,0.00,,
514,07/19/2023 00:55:17,25.14,0.00,,
515,07/19/2023 01:10:17,25.05,0.00,,
516,07/19/2023 01:25:17,25.01,0.00,,
517,07/19/2023 01:40:17,24.88,0.00,,
518,07/19/2023 01:55:17,24.75,0.00,,
519,07/19/2023 02:10:17,24.71,0.00,,
520,07/19/2023 02:25:17,24.71,0.00,,
521,07/19/2023 02:40:17,24.71,0.00,,
522,07/19/2023 02:55:17,24.62,0.00,,
523,07/19/2023 03:10:17,24.58,0.00,,
524,07/19/2023 03:25:17,24.54,0.00,,
525,07/19/2023 03:40:17,24.54,0.00,,
526,07/19/2023 03:55:17,24.45,0.00,,
527,07/19/2023 04:10:17,24.45,0.00,,
528,07/19/2023 04:25:17,24.41,0.00,,
529,07/19/2023 04:40:17,24.41,0.00,,
530,07/19/2023 04:55:17,24.32,0.00,,
531,07/19/2023 05:10:17,24.32,0.00,,
532,07/19/2023 05:25:17,24.32,0.00,,
533,07/19/2023 05:40:17,24.19,0.00,,
534,07/19/2023 05:55:17,24.11,0.41,,
535,07/19/2023 06:10:17,24.06,5.90,,
536,07/19/2023 06:25:17,23.98,24.68,,
537,07/19/2023 06:40:17,23.85,60.34,,
538,07/19/2023 06:55:17,23.81,172.40,,
539,07/19/2023 07:10:17,23.89,245.76,,
540,07/19/2023 07:25:17,23.94,277.84,,
541,07/19/2023 07:40:17,24.06,289.52,,
542,07/19/2023 07:55:17,24.11,284.48,,
543,07/19/2023 08:10:17,24.19,277.04,,
544,07/19/2023 08:25:17,24.24,272.56,,
545,07/19/2023 08:40:17,24.28,269.20,,
546,07/19/2023 08:55:17,24.28,267.52,,
547,07/19/2023 09:10:17,24.32,263.36,,
548,07/19/2023 09:25:17,24.32,243.20,,
549,07/19/2023 09:40:17,24.36,243.20,,
550,07/19/2023 09:55:17,24.32,244.88,,
551,07/19/2023 10:10:17,24.32,292.00,,
552,07/19/2023 10:25:17,24.32,293.68,,
553,07/19/2023 10:40:17,24.32,260.88,,
554,07/19/2023 10:55:17,24.32,271.12,,
555,07/19/2023 11:10:17,24.32,276.16,,
