#,Date-Time (MDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Host Connected,End of File
816,07/22/2023 04:22:02,25.01,0.21,,
817,07/22/2023 04:37:02,24.97,0.21,,
818,07/22/2023 04:52:02,24.97,0.21,,
819,07/22/2023 05:07:02,24.97,0.21,,
820,07/22/2023 05:22:02,24.92,0.21,,
821,07/22/2023 05:37:02,24.84,0.21,,
822,07/22/2023 05:52:02,24.79,0.43,,
823,07/22/2023 06:07:02,24.79,3.26,,
824,07/22/2023 06:22:02,24.75,16.12,,
825,07/22/2023 06:37:02,24.71,46.28,,
826,07/22/2023 06:52:02,24.71,134.96,,
827,07/22/2023 07:07:02,24.84,218.24,,
828,07/22/2023 07:22:02,24.97,265.52,,
829,07/22/2023 07:37:02,25.05,286.40,,
830,07/22/2023 07:52:02,25.27,290.80,,
831,07/22/2023 08:07:02,25.39,289.92,,
832,07/22/2023 08:22:02,25.52,286.40,,
833,07/22/2023 08:37:02,25.31,285.60,,
834,07/22/2023 08:52:02,25.14,285.60,,
835,07/22/2023 09:07:02,25.09,282.96,,
836,07/22/2023 09:22:02,25.01,265.52,,
837,07/22/2023 09:37:02,24.97,268.16,,
838,07/22/2023 09:52:02,24.88,272.48,,
839,07/22/2023 10:07:02,24.84,275.12,,
840,07/22/2023 10:22:02,24.84,275.12,,
841,07/22/2023 10:37:02,24.84,275.12,,
842,07/22/2023 10:52:02,24.84,276.88,,
843,07/22/2023 11:07:02,24.79,276.88,,
844,07/22/2023 11:22:02,24.79,277.76,,
845,07/22/2023 11:37:02,24.79,278.56,,
846,07/22/2023 11:52:02,24.84,279.44,,
847,07/22/2023 12:07:02,24.79,277.76,,
848,07/22/2023 12:22:02,24.84,280.32,,
849,07/22/2023 12:37:02,24.79,282.08,,
850,07/22/2023 12:52:02,24.88,280.32,,
851,07/22/2023 13:07:02,24.84,282.96,,
852,07/22/2023 13:22:02,24.88,284.72,,
853,07/22/2023 13:37:02,24.88,282.96,,
854,07/22/2023 13:52:02,24.88,282.96,,
855,07/22/2023 14:07:02,24.92,282.08,,
856,07/22/2023 14:22:02,24.92,282.08,,
857,07/22/2023 14:37:02,24.88,279.44,,
858,07/22/2023 14:52:02,24.92,276.88,,
859,07/22/2023 15:07:02,24.92,276.00,,
860,07/22/2023 15:22:02,24.97,276.00,,
861,07/22/2023 15:37:02,24.97,270.72,,
862,07/22/2023 15:52:02,24.97,294.32,,
863,07/22/2023 16:07:02,25.09,303.84,,
864,07/22/2023 16:22:02,25.39,304.96,,
865,07/22/2023 16:37:02,25.57,318.00,,
866,07/22/2023 16:52:02,25.74,319.76,,
867,07/22/2023 17:07:02,25.87,376.80,,
868,07/22/2023 17:22:02,25.95,361.76,,
869,07/22/2023 17:37:02,26.30,325.84,,
870,07/22/2023 17:52:02,26.38,279.44,,
871,07/22/2023 18:07:02,26.51,314.56,,
872,07/22/2023 18:22:02,26.64,351.36,,
873,07/22/2023 18:37:02,26.77,336.32,,
874,07/22/2023 18:52:02,26.90,319.76,,
875,07/22/2023 19:07:02,26.98,269.04,,
876,07/22/2023 19:22:02,27.07,278.56,,
877,07/22/2023 19:37:02,27.11,214.80,,
878,07/22/2023 19:52:02,27.15,194.48,,
879,07/22/2023 20:07:02,27.15,154.12,,
880,07/22/2023 20:22:02,27.15,111.20,,
881,07/22/2023 20:37:02,27.20,62.08,,
882,07/22/2023 20:52:02,27.15,33.16,,
883,07/22/2023 21:07:02,27.07,19.66,,
884,07/22/2023 21:22:02,27.07,8.27,,
885,07/22/2023 21:37:02,27.02,1.08,,
886,07/22/2023 21:52:02,27.02,0.21,,
887,07/22/2023 22:07:02,27.02,0.21,,
888,07/22/2023 22:22:02,26.94,0.21,,
889,07/22/2023 22:37:02,26.90,0.21,,
890,07/22/2023 22:52:02,26.85,0.21,,
891,07/22/2023 23:07:02,26.85,0.21,,
892,07/22/2023 23:22:02,26.77,0.21,,
893,07/22/2023 23:37:02,26.72,0.21,,
894,07/22/2023 23:52:02,26.68,0.21,,
895,07/23/2023 00:07:02,26.64,0.21,,
896,07/23/2023 00:22:02,26.60,0.21,,
897,07/23/2023 00:37:02,26.55,0.21,,
898,07/23/2023 00:52:02,26.51,0.21,,
899,07/23/2023 01:07:02,26.51,0.21,,
900,07/23/2023 01:22:02,26.47,0.21,,
901,07/23/2023 01:37:02,26.42,0.21,,
902,07/23/2023 01:52:02,26.38,0.21,,
903,07/23/2023 02:07:02,26.34,0.00,,
904,07/23/2023 02:22:02,26.34,0.21,,
905,07/23/2023 02:37:02,26.25,0.21,,
906,07/23/2023 02:52:02,26.25,0.00,,
907,07/23/2023 03:07:02,26.21,0.21,,
908,07/23/2023 03:22:02,26.17,0.21,,
909,07/23/2023 03:37:02,26.08,0.21,,
910,07/23/2023 03:52:02,26.08,0.21,,
911,07/23/2023 04:07:02,26.04,0.21,,
912,07/23/2023 04:22:02,25.99,0.21,,
913,07/23/2023 04:37:02,25.91,0.21,,
914,07/23/2023 04:52:02,25.91,0.00,,
915,07/23/2023 05:07:02,25.82,0.21,,
916,07/23/2023 05:22:02,25.78,0.21,,
917,07/23/2023 05:37:02,25.74,0.21,,
918,07/23/2023 05:52:02,25.65,0.21,,
919,07/23/2023 06:07:02,25.65,1.96,,
920,07/23/2023 06:22:02,25.61,11.98,,
921,07/23/2023 06:37:02,25.57,33.60,,
922,07/23/2023 06:52:02,25.57,113.04,,
923,07/23/2023 07:07:02,25.69,220.88,,
924,07/23/2023 07:22:02,25.78,173.36,,
925,07/23/2023 07:37:02,25.82,186.64,,
926,07/23/2023 07:52:02,25.91,197.12,,
927,07/23/2023 08:07:02,25.95,279.44,,
928,07/23/2023 08:22:02,26.04,312.80,,
929,07/23/2023 08:37:02,26.12,310.80,,
930,07/23/2023 08:52:02,26.21,320.64,,
931,07/23/2023 09:07:02,26.34,356.48,,
932,07/23/2023 09:22:02,26.42,379.36,,
933,07/23/2023 09:37:02,26.55,365.28,,
934,07/23/2023 09:52:02,26.60,309.12,,
935,07/23/2023 10:07:02,26.72,353.92,,
936,07/23/2023 10:22:02,26.81,350.40,,
937,07/23/2023 10:37:02,26.85,337.12,,
938,07/23/2023 10:52:02,26.90,341.44,,
939,07/23/2023 11:07:02,27.02,358.24,,
940,07/23/2023 11:22:02,27.02,374.24,,
941,07/23/2023 11:37:02,26.64,392.48,,
942,07/23/2023 11:52:02,26.25,435.36,,
943,07/23/2023 12:07:02,25.99,376.80,,
944,07/23/2023 12:22:02,25.74,442.56,,
945,07/23/2023 12:37:02,25.57,420.64,,
946,07/23/2023 12:52:02,25.44,371.52,,
947,07/23/2023 13:07:02,25.31,432.00,,
948,07/23/2023 13:22:02,25.18,496.64,,
949,07/23/2023 13:37:02,25.14,631.68,,
950,07/23/2023 13:52:02,25.27,733.44,,
951,07/23/2023 14:07:02,25.22,641.28,,
952,07/23/2023 14:22:02,25.14,700.80,,
953,07/23/2023 14:37:02,25.22,632.64,,
954,07/23/2023 14:52:02,25.22,628.16,,
955,07/23/2023 15:07:02,25.18,682.56,,
956,07/23/2023 15:22:02,25.18,538.08,,
957,07/23/2023 15:37:02,25.18,662.40,,
958,07/23/2023 15:52:02,25.14,528.48,,
959,07/23/2023 16:07:02,25.18,361.76,,
960,07/23/2023 16:22:02,25.57,342.56,,
961,07/23/2023 16:37:02,25.91,460.96,,
962,07/23/2023 16:52:02,26.17,476.64,,
963,07/23/2023 17:07:02,26.34,436.48,,
964,07/23/2023 17:22:02,26.64,553.76,,
965,07/23/2023 17:37:02,26.85,428.48,,
966,07/23/2023 17:52:02,27.02,388.16,,
967,07/23/2023 18:07:02,27.15,365.44,,
968,07/23/2023 18:22:02,27.24,276.00,,
969,07/23/2023 18:37:02,27.37,197.12,,
970,07/23/2023 18:52:02,27.41,134.08,,
971,07/23/2023 19:07:02,27.41,145.40,,
972,07/23/2023 19:22:02,27.50,153.24,,
973,07/23/2023 19:37:02,27.50,126.24,,
974,07/23/2023 19:52:02,27.54,113.04,,
975,07/23/2023 20:07:02,27.54,134.96,,
976,07/23/2023 20:22:02,27.58,99.88,,
977,07/23/2023 20:37:02,27.41,120.12,,
978,07/23/2023 20:52:02,27.28,65.68,,
979,07/23/2023 21:07:02,27.20,29.73,,
980,07/23/2023 21:22:02,27.28,2.83,,
981,07/23/2023 21:37:02,27.15,0.65,,
982,07/23/2023 21:52:02,27.07,0.21,,
983,07/23/2023 22:07:02,26.90,0.21,,
984,07/23/2023 22:22:02,26.77,1.30,,
985,07/23/2023 22:37:02,26.77,1.30,,
986,07/23/2023 22:52:02,26.68,1.30,,
987,07/23/2023 23:07:02,26.55,0.21,,
988,07/23/2023 23:22:02,26.42,0.21,,
989,07/23/2023 23:37:02,26.42,0.21,,
990,07/23/2023 23:52:02,26.51,0.21,,
991,07/24/2023 00:07:02,26.51,0.21,,
992,07/24/2023 00:22:02,26.47,0.21,,
993,07/24/2023 00:37:02,26.51,0.21,,
994,07/24/2023 00:52:02,26.51,0.00,,
995,07/24/2023 01:07:02,26.51,0.21,,
996,07/24/2023 01:22:02,26.47,0.21,,
997,07/24/2023 01:37:02,26.47,0.21,,
998,07/24/2023 01:52:02,26.51,0.21,,
999,07/24/2023 02:07:02,26.47,0.21,,
1000,07/24/2023 02:22:02,26.42,0.21,,
1001,07/24/2023 02:37:02,26.42,0.21,,
1002,07/24/2023 02:52:02,26.42,0.21,,
1003,07/24/2023 03:07:02,26.38,0.21,,
1004,07/24/2023 03:22:02,26.38,0.21,,
1005,07/24/2023 03:37:02,26.38,0.21,,
1006,07/24/2023 03:52:02,26.34,0.00,,
1007,07/24/2023 04:07:02,26.38,0.00,,
1008,07/24/2023 04:22:02,26.38,0.21,,
1009,07/24/2023 04:37:02,26.34,0.21,,
1010,07/24/2023 04:52:02,26.25,0.21,,
1011,07/24/2023 05:07:02,25.69,0.21,,
1012,07/24/2023 05:22:02,25.31,0.21,,
1013,07/24/2023 05:37:02,25.01,0.21,,
1014,07/24/2023 05:52:02,24.88,0.21,,
1015,07/24/2023 06:07:02,24.71,0.43,,
1016,07/24/2023 06:22:02,24.66,2.61,,
1017,07/24/2023 06:37:02,24.58,8.93,,
1018,07/24/2023 06:52:02,24.49,12.19,,
1019,07/24/2023 07:07:02,24.41,20.06,,
1020,07/24/2023 07:22:02,24.41,27.09,,
1021,07/24/2023 07:37:02,24.45,52.00,,
1022,07/24/2023 07:52:02,24.41,95.52,,
1023,07/24/2023 08:07:02,24.41,94.52,,
1024,07/24/2023 08:22:02,24.45,126.88,,
1025,07/24/2023 08:37:02,24.49,124.28,,
1026,07/24/2023 08:52:02,24.54,169.92,,
1027,07/24/2023 09:07:02,24.58,162.08,,
1028,07/24/2023 09:22:02,24.54,159.44,,
1029,07/24/2023 09:37:02,24.58,224.32,,
1030,07/24/2023 09:52:02,24.66,233.92,,
1031,07/24/2023 10:07:02,24.97,383.52,,
1032,07/24/2023 10:22:02,25.31,412.48,,
1033,07/24/2023 10:37:02,25.69,381.76,,
1034,07/24/2023 10:52:02,26.04,481.76,,
1035,07/24/2023 11:07:02,26.25,547.68,,
1036,07/24/2023 11:22:02,26.34,437.12,,
1037,07/24/2023 11:37:02,26.51,407.36,,
1038,07/24/2023 11:52:02,26.64,472.00,,
1039,07/24/2023 12:07:02,26.85,525.76,,
1040,07/24/2023 12:22:02,26.90,639.52,,
1041,07/24/2023 12:37:02,27.02,460.96,,
1042,07/24/2023 12:52:02,27.02,540.64,,
1043,07/24/2023 13:07:02,27.07,400.32,,
1044,07/24/2023 13:22:02,27.07,552.00,,
1045,07/24/2023 13:37:02,26.98,669.12,,
1046,07/24/2023 13:52:02,26.98,850.24,,
1047,07/24/2023 14:07:02,26.72,752.00,,
1048,07/24/2023 14:22:02,26.38,417.12,,
1049,07/24/2023 14:37:02,25.99,361.76,,
1050,07/24/2023 14:52:02,25.65,368.96,,
1051,07/24/2023 15:07:02,25.44,336.32,,
1052,07/24/2023 15:22:02,25.27,377.60,,
1053,07/24/2023 15:37:02,25.27,538.88,,
1054,07/24/2023 15:52:02,25.39,643.04,,
1055,07/24/2023 16:07:02,25.48,602.88,,
1056,07/24/2023 16:22:02,25.52,579.04,,
1057,07/24/2023 16:37:02,25.74,561.60,,
1058,07/24/2023 16:52:02,25.69,561.60,,
1059,07/24/2023 17:06:32,,,Logged,Logged
